frame_index,rgb_filename,target_force_n,camera_host_time_s,camera_device_timestamp_ms,camera_frame_number,bota_host_time_s,bota_sensor_timestamp,camera_bota_time_delta_ms,Fx_N,Fy_N,Fz_N,Mx_Nm,My_Nm,Mz_Nm,F_mag_N,torque_mag_Nm,Fz_share,temperature_C,bota_status
0,frames/000000.png,2.0,177030.436030059,1788479050153.8843,198070,177030.401388619,2343112890,34.64143999735825,-0.23570087432861442,-0.3011852645874029,-2.298426847457886,0.05926653981208796,0.023484202772378948,0.0029328611493110654,2.3300286347766317,0.06381717790433197,0.9864371678325854,29.980567932128906,0
