frame_index,rgb_filename,target_force_n,camera_host_time_s,camera_device_timestamp_ms,camera_frame_number,bota_host_time_s,bota_sensor_timestamp,camera_bota_time_delta_ms,Fx_N,Fy_N,Fz_N,Mx_Nm,My_Nm,Mz_Nm,F_mag_N,torque_mag_Nm,Fz_share,temperature_C,bota_status
0,frames/000000.png,2.0,177054.119700064,1788479073837.8179,198780,177054.091348504,2366929824,28.351560002192855,-0.6683295059204113,-0.14477504730224666,-2.1555931377410893,0.040239545106887764,-0.023022827953100178,0.0021248307824134824,2.261461014097228,0.046408905430113286,0.9531860705551889,30.19524574279785,0
