frame_index,rgb_filename,target_force_n,camera_host_time_s,camera_device_timestamp_ms,camera_frame_number,bota_host_time_s,bota_sensor_timestamp,camera_bota_time_delta_ms,Fx_N,Fy_N,Fz_N,Mx_Nm,My_Nm,Mz_Nm,F_mag_N,torque_mag_Nm,Fz_share,temperature_C,bota_status
0,frames/000000.png,15.0,177069.497650527,1788479089215.7246,199241,177069.459740227,2382381004,37.91029998683371,-1.658638267517091,0.1581805801391596,-14.99571536064148,0.004139574766159004,-0.0913777922093868,0.0020088401436805722,15.08799460418064,0.09149356494874028,0.9938839291794557,30.19524574279785,0
