frame_index,rgb_filename,target_force_n,camera_host_time_s,camera_device_timestamp_ms,camera_frame_number,bota_host_time_s,bota_sensor_timestamp,camera_bota_time_delta_ms,Fx_N,Fy_N,Fz_N,Mx_Nm,My_Nm,Mz_Nm,F_mag_N,torque_mag_Nm,Fz_share,temperature_C,bota_status
0,frames/000000.png,,170440.375073725,1788472460092.9834,512,170440.370582108,12727480,4.491617000894621,-0.10939793586731028,-0.16108631134032692,-0.0059270763397201165,-0.0024422070384025885,0.004091949909925452,-2.454072237013938e-06,0.19481231559426046,0.004765336851286863,0.030424546423772087,30.734010696411133,0
