frame_index,rgb_filename,target_force_n,camera_host_time_s,camera_device_timestamp_ms,camera_frame_number,bota_host_time_s,bota_sensor_timestamp,camera_bota_time_delta_ms,Fx_N,Fy_N,Fz_N,Mx_Nm,My_Nm,Mz_Nm,F_mag_N,torque_mag_Nm,Fz_share,temperature_C,bota_status
0,frames/000000.png,5.0,170478.736177143,1788472498454.1494,1662,170478.717970947,51280704,18.206195993116125,0.29918678283691236,0.09191421508789688,-4.375056738853454,0.034382534027099565,0.05142018124461173,0.012919142097234725,4.3862378437730145,0.06319096389423033,0.9974508667067761,31.05872917175293,0
