frame_index,rgb_filename,target_force_n,camera_host_time_s,camera_device_timestamp_ms,camera_frame_number,bota_host_time_s,bota_sensor_timestamp,camera_bota_time_delta_ms,Fx_N,Fy_N,Fz_N,Mx_Nm,My_Nm,Mz_Nm,F_mag_N,torque_mag_Nm,Fz_share,temperature_C,bota_status
0,frames/000000.png,10.0,177040.243092839,1788479059961.0896,198364,177040.219733577,2352983271,23.35926200612448,-1.8616526412963879,0.3816913223266596,-9.591891508102417,0.11290046811103815,-0.025064793676137898,0.002883806526660919,9.778334291973893,0.11568524504794082,0.9809330732306311,30.087848663330078,0
