frame_index,rgb_filename,target_force_n,camera_host_time_s,camera_device_timestamp_ms,camera_frame_number,bota_host_time_s,bota_sensor_timestamp,camera_bota_time_delta_ms,Fx_N,Fy_N,Fz_N,Mx_Nm,My_Nm,Mz_Nm,F_mag_N,torque_mag_Nm,Fz_share,temperature_C,bota_status
0,frames/000000.png,15.0,177043.245257132,1788479062963.2195,198454,177043.206859545,2355987035,38.397586991777644,-2.889566688537599,0.8101504898071283,-13.58644030570984,0.12307557702064509,-0.03413781270384786,0.0011548247933387754,13.913924667190697,0.12772752849511748,0.9764635522101774,30.087848663330078,0
