frame_index,rgb_filename,target_force_n,camera_host_time_s,camera_device_timestamp_ms,camera_frame_number,bota_host_time_s,bota_sensor_timestamp,camera_bota_time_delta_ms,Fx_N,Fy_N,Fz_N,Mx_Nm,My_Nm,Mz_Nm,F_mag_N,torque_mag_Nm,Fz_share,temperature_C,bota_status
0,frames/000000.png,15.0,170490.711472626,1788472510429.5332,2021,170490.669317326,63295946,42.155299976002425,0.7072792816162092,0.5956297302246156,-13.813569540977477,0.07010055780410762,0.20128121897578238,0.010831191390752792,13.844483458083646,0.21341399209931622,0.9977670588288999,31.167217254638672,0
